layout_content	layout_content	1.0.0-rc3	project_module	NULL	48	3166246	layout_content:primary:"^8.9 || ^9"
layout_custom_section_classes	layout_custom_section_classes	1.0.x-dev	project_module	NULL	229	3215826	layout_custom_section_classes:primary:"^8.8 || ^9 || ^10"
layout_disable	layout_disable	1.x-dev	project_module	NULL	168	2983005	layout_disable:primary:"^8.8 || ^9 || ^10"
layouter	layouter	1.x-dev	project_module	NULL	338	2723067	layouter_extension_example:subcomponent:"^8 || ^9",layouter:primary:"^8 || ^9"
layout_extra	layout_extra	1.x-dev	project_module	NULL	1	2846649	layout_extra:primary:"^8.7.7 || ^9"
layout_kit	layout_kit	1.0-rc5	project_module	NULL	38	3268019	layout_kit:primary:"^8 || ^9"
layout_library	layout_library	1.x-dev	project_module	NULL	10454	2969054	layout_library:primary:"^8.8 || ^9"
layout_options	layout_options	1.x-dev	project_module	NULL	574	3089703	layout_options_ui:subcomponent:"^8 || ^9",layout_options:primary:"^8 || ^9"
layout_paragraphs	layout_paragraphs	1.0.x-dev	project_module	NULL	3740	3151426	layout_paragraphs:primary:"^8 || ^9"
layout_paragraphs	layout_paragraphs	2.0.x-dev	project_module	NULL	3740	3212042	layout_paragraphs_permissions:subcomponent:"^8 || ^9",layout_paragraphs_library:subcomponent:"^8 || ^9",layout_paragraphs:primary:"^8 || ^9"
layout_paragraphs_restriction	layout_paragraphs_restriction	1.0.x-dev	project_module	NULL	161	3181090	layout_paragraphs_restriction:primary:"^8 || ^9"
layout_paragraphs_toggle_publish	layout_paragraphs_toggle_publish	1.x-dev	project_module	NULL	2	3266955	layout_paragraphs_toggle_publish:primary:"^8.8 || ^9"
layout_section_classes	layout_section_classes	1.x-dev	project_module	NULL	1013	3066595	layout_section_classes:primary:"^8.8 || ^9"
layout_section_fields	layout_section_fields	1.0.x-dev	project_module	NULL	NULL	3295322	layout_section_fields:primary:"^8.8 || ^9 || ^10"
layout_settings	layout_settings	2.x-dev	project_module	NULL	2	3184488	layout_settings:primary:"^8.8 || ^9"
layouts_pattern_lab	layouts_pattern_lab	1.x-dev	project_module	NULL	NULL	3099645	layouts_pattern_lab:primary:"^8.8 || ^9"
layout_styles	layout_styles	1.x-dev	project_module	NULL	10	3130229	layout_styles:primary:"^8 || ^9"
layout_target_styles	layout_target_styles	1.0-alpha1	project_module	NULL	17	3131626	layout_target_styles:primary:"^8 || ^9"
layout_target_styles	layout_target_styles	2.0.0	project_module	NULL	17	3298813	layout_target_styles:primary:"^8 || ^9 || ^10"
lazy_config_form	lazy_config_form	1.x-dev	project_module	NULL	NULL	2980778	lazy_config_form:primary:"^8.7.7 || ^9.0"
lazy_image_style	lazy_image_style	2.x-dev	project_module	NULL	62	3102541	lazy_image_style:primary:"^8 || ^9"
lazy	lazy	3.x-dev	project_module	NULL	8600	3077127	lazy:primary:"^8.8 || ^9"
lazyloader	lazyloader	1.x-dev	project_module	NULL	725	2754333	lazyloader:primary:"^8 || ^9"
lazy_loading_formatter	lazy_loading_formatter	2.x-dev	project_module	NULL	1	3267043	lazy_loading_formatter:primary:"^8.8 || ^9.0"
lazyload	lazyload	1.x-dev	project_module	NULL	6	3184898	lazyload:primary:"^8 || ^9"
lazy_views	lazy_views	1.0.x-dev	project_module	NULL	15	3252168	lazy_views:primary:"^8 || ^9"
lbam	lbam	1.0.x-dev	project_module	NULL	NULL	3296465	lbam:primary:"^8.8 || ^9"
lb_anchor_nav	lb_anchor_nav	1.0.0	project_module	NULL	10	3262148	lb_anchor_nav:primary:"^8 || ^9"
lb_aos	lb_aos	1.0.x-dev	project_module	NULL	NULL	3297123	lb_aos:primary:"^8.8 || ~9.0"
lb_claro	lb_claro	1.x-dev	project_module	NULL	285	3110241	lb_claro:primary:"^8 || ^9"
lb_default_blocks	lb_default_blocks	1.x-dev	project_module	NULL	11	3230742	lb_default_blocks_common_terms:subcomponent:"^8.8 || ~9.0",lb_default_blocks:primary:"^8.8 || ~9.0"
lb_default_layout	lb_default_layout	1.0.x-dev	project_module	NULL	NULL	3171248	lb_default_layout:primary:"^8.8 || ^9"
lb_direct_add	lb_direct_add	1.x-dev	project_module	NULL	296	3083663	lb_direct_add:primary:"^8 || ^9"
lb_flipcard	lb_flipcard	1.x-dev	project_module	NULL	15	3121773	lb_flipcard:primary:"^8.8 || ^9"
lbo	lbo	1.0.x-dev	project_module	NULL	NULL	3256836	layout_bulk_operations:primary:"^8.8 | ^9.0"
lb_plus	lb_plus	1.0.x-dev	project_module	NULL	NULL	3274563	lb_plus:primary:"^9"
lb_section_navigation	lb_section_navigation	1.x-dev	project_module	NULL	16	3095783	lb_section_navigation:primary:"^8 || ^9"
lb_settings_report	lb_settings_report	1.0.x-dev	project_module	NULL	2	3201996	lb_settings_report:primary:"^8.9 || ^9"
lb_tabs	lb_tabs	3.0.x-dev	project_module	NULL	201	3154505	lb_tabs:primary:"^8.8 || ^9"
ldap_auth	ldap_auth	1.30	project_module	The module will be compatible with Drupal 10 as soon as it is released.	230	3302011	ldap_auth:primary:"^8 || ^9"
ldap	ldap	4.x-dev	project_module	NULL	7963	2995925	ldap_user:subcomponent:"^8.7.7 || ^9",ldap_servers:subcomponent:"^8.7.7 || ^9",ldap_query:subcomponent:"^8.7.7 || ^9",ldap_authorization:subcomponent:"^8.7.7 || ^9",ldap_authentication:subcomponent:"^8.7.7 || ^9",ldap:primary:"^8.7.7 || ^9"
ldap_profile	ldap_profile	2.x-dev	project_module	NULL	1	3256440	ldap_profile:primary:"^8.9 || ^9 || ^10"
ldap_search	ldap_search	3.x-dev	project_module	NULL	19	3117759	ldap_search:primary:"^8 || ^9"
